instance,RFT,RFE,RFI,RBT,RBE,RBI,SFT,SFE,SFI,SBT,SBE,SBI
50,31.751610,1.922562,1.261697,32.298874,4.106828,2.576408,3.658226,2.848966,1.697465,3.680001,2.787209,1.998792
100,40.803956,1.745111,1.903740,41.528801,4.892967,3.783494,4.573138,3.211950,2.118196,4.581665,3.514129,2.505994
