RFE-RFI,0.3049151,0.4638760
RFI-SFI,0.068504437,0.006525975
RBE-SFT,0.08477758,0.04106780
RBE-SBT,0.09900095,0.04034429
RBI-SBE,0.1707695,0.8395696
SFT-SBT,0.04954478,0.03132208
SFE-SBE,0.01617699,0.05041087
