instance,RFT,RFE,RFI,RBT,RBE,RBI,SFT,SFE,SFI,SBT,SBE,SBI
50,0.001588,0.192114,0.338045,0.001836,0.097348,0.110222,0.000134,0.014352,0.033766,0.000183,0.021346,0.032333
100,0.018534,6.025141,9.871000,0.018694,1.954387,2.259440,0.001121,0.397353,0.771604,0.001637,0.425360,0.633853
